"","Package","Version","Depends","Suggests","License","MD5sum","NeedsCompilation","Title","Description","biocViews","Author","Maintainer","git_url","git_branch","git_last_commit","git_last_commit_date","Date.Publication","source.ver","win.binary.ver","mac.binary.ver","vignettes","vignetteTitles","hasREADME","hasNEWS","hasINSTALL","hasLICENSE","Rfiles","dependencyCount","Imports","Enhances","dependsOnMe","suggestsMe","VignetteBuilder","URL","SystemRequirements","BugReports","importsMe","Archs","LinkingTo","Video","linksToMe","PackageStatus","License_restricts_use","OS_type","organism","License_is_FOSS"
"1236","MSA2dist","1.0.0","R (>= 4.1.0)","c(""rmarkdown"", ""knitr"", ""devtools"", ""testthat"", ""ggplot2"", ""BiocStyle"")","MIT + file LICENSE","2880dd84e35031a23944f9eca2b1e58e","yes","MSA2dist calculates pairwise distances between all sequences of
a DNAStringSet or a AAStringSet using a custom score matrix and
conducts codon based analysis","MSA2dist calculates pairwise distances between all
sequences of a DNAStringSet or a AAStringSet using a custom
score matrix and conducts codon based analysis. It uses scoring
matrices to be used in these pairwise distance calcualtions
which can be adapted to any scoring for DNA or AA characters.
E.g. by using literal distances MSA2dist calcualtes pairwise
IUPAC distances.","c(""Software"", ""WorkflowStep"", ""Technology"", ""ResearchField"", ""Pathways"", ""Alignment"", ""Sequencing"", ""Genetics"", ""GO"")","Kristian K Ullrich","Kristian K Ullrich <ullrich@evolbio.mpg.de>","https://git.bioconductor.org/packages/MSA2dist","RELEASE_3_15","007f29b","2022-04-26","2022-04-26","src/contrib/MSA2dist_1.0.0.tar.gz","bin/windows/contrib/4.2/MSA2dist_1.0.0.zip","bin/macosx/contrib/4.2/MSA2dist_1.0.0.tgz","vignettes/MSA2dist/inst/doc/MSA2dist.html","MSA2dist Vignette","FALSE","TRUE","FALSE","TRUE","vignettes/MSA2dist/inst/doc/MSA2dist.R","57","c(""Rcpp"", ""Biostrings"", ""GenomicRanges"", ""IRanges"", ""ape"", ""doParallel"", ""dplyr"", ""foreach"", ""methods"", ""parallel"", ""rlang"", ""seqinr"", ""stringr"", ""tibble"", ""tidyr"", ""stats"", ""stringi"")",NA,NA,NA,"knitr","https://gitlab.gwdg.de/mpievolbio-it/MSA2dist,
https://mpievolbio-it.pages.gwdg.de/MSA2dist/","C++11","https://gitlab.gwdg.de/mpievolbio-it/MSA2dist/issues",NA,NA,"c(""Rcpp"", ""RcppThread"")",NA,NA,NA,NA,NA,NA,NA
"1237","MsBackendMassbank","1.4.0","c(""R (>= 4.0)"", ""Spectra (>= 1.5.17)"")","c(""testthat"", ""knitr (>= 1.1.0)"", ""roxygen2"", ""BiocStyle (>= 2.5.19)"", ""RSQLite"", ""rmarkdown"")","Artistic-2.0","b94e2da9751372a59ad1ee97cdc37209","no","Mass Spectrometry Data Backend for MassBank record Files","Mass spectrometry (MS) data backend supporting import and
export of MS/MS library spectra from MassBank record files.
Different backends are available that allow handling of data in
plain MassBank text file format or allow also to interact
directly with MassBank SQL databases. Objects from this package
are supposed to be used with the Spectra Bioconductor package.
This package thus adds MassBank support to the Spectra package.","c(""Software"", ""Technology"", ""ResearchField"", ""Infrastructure"", ""MassSpectrometry"", ""Metabolomics"", ""DataImport"")","c(""RforMassSpectrometry Package Maintainer"", ""Michael Witting"", ""Johannes Rainer"", ""Michael Stravs"")","RforMassSpectrometry Package Maintainer
<maintainer@rformassspectrometry.org>","https://git.bioconductor.org/packages/MsBackendMassbank","RELEASE_3_15","5b15c06","2022-04-26","2022-04-26","src/contrib/MsBackendMassbank_1.4.0.tar.gz","bin/windows/contrib/4.2/MsBackendMassbank_1.4.0.zip","bin/macosx/contrib/4.2/MsBackendMassbank_1.4.0.tgz","vignettes/MsBackendMassbank/inst/doc/MsBackendMassbank.html","Description and usage of MsBackendMassbank","FALSE","FALSE","FALSE","FALSE","vignettes/MsBackendMassbank/inst/doc/MsBackendMassbank.R","28","c(""BiocParallel"", ""S4Vectors"", ""IRanges"", ""methods"", ""ProtGenerics"", ""MsCoreUtils"", ""DBI"", ""utils"")",NA,NA,NA,"knitr","https://github.com/RforMassSpectrometry/MsBackendMassbank",NA,"https://github.com/RforMassSpectrometry/MsBackendMassbank/issues",NA,"x64",NA,NA,NA,NA,NA,NA,NA,NA
"1238","MsBackendMgf","1.4.0","c(""R (>= 4.0)"", ""Spectra (>= 1.5.14)"")","c(""testthat"", ""knitr (>= 1.1.0)"", ""roxygen2"", ""BiocStyle (>= 2.5.19)"", ""rmarkdown"")","Artistic-2.0","e670010c2821dfc46b71e39c7a0770dc","no","Mass Spectrometry Data Backend for Mascot Generic Format (mgf)
Files","Mass spectrometry (MS) data backend supporting import and
export of MS/MS spectra data from Mascot Generic Format (mgf)
files. Objects defined in this package are supposed to be used
with the Spectra Bioconductor package. This package thus adds
mgf file support to the Spectra package.","c(""Software"", ""ResearchField"", ""Technology"", ""Infrastructure"", ""Proteomics"", ""MassSpectrometry"", ""Metabolomics"", ""DataImport"")","c(""RforMassSpectrometry Package Maintainer"", ""Laurent Gatto"", ""Johannes Rainer"", ""Sebastian Gibb"")","RforMassSpectrometry Package Maintainer
<maintainer@rformassspectrometry.org>","https://git.bioconductor.org/packages/MsBackendMgf","RELEASE_3_15","47a1909","2022-04-26","2022-04-26","src/contrib/MsBackendMgf_1.4.0.tar.gz","bin/windows/contrib/4.2/MsBackendMgf_1.4.0.zip","bin/macosx/contrib/4.2/MsBackendMgf_1.4.0.tgz","vignettes/MsBackendMgf/inst/doc/MsBackendMgf.html","Description and usage of MsBackendMgf","FALSE","FALSE","FALSE","FALSE","vignettes/MsBackendMgf/inst/doc/MsBackendMgf.R","27","c(""BiocParallel"", ""S4Vectors"", ""IRanges"", ""MsCoreUtils"", ""methods"", ""stats"")",NA,NA,"c(""MsBackendRawFileReader"", ""xcms"")","knitr","https://github.com/RforMassSpectrometry/MsBackendMgf",NA,"https://github.com/RforMassSpectrometry/MsBackendMgf/issues",NA,"x64",NA,NA,NA,NA,NA,NA,NA,NA
"1239","MsBackendMsp","1.0.0","c(""R (>= 4.1.0)"", ""Spectra (>= 1.5.14)"")","c(""testthat"", ""knitr (>= 1.1.0)"", ""roxygen2"", ""BiocStyle (>= 2.5.19)"", ""rmarkdown"")","Artistic-2.0","d8a6c351f902ea1ab551fd454e423f9b","no","Mass Spectrometry Data Backend for NIST msp Files","Mass spectrometry (MS) data backend supporting import and
handling of MS/MS spectra from NIST MSP Format (msp) files.
Import of data from files with different MSP *flavours* is
supported. Objects from this package add support for MSP files
to Bioconductor's Spectra package. This package is thus not
supposed to be used without the Spectra package that provides a
complete infrastructure for MS data handling.","c(""Software"", ""ResearchField"", ""Technology"", ""Infrastructure"", ""Proteomics"", ""MassSpectrometry"", ""Metabolomics"", ""DataImport"")","c(""Neumann Steffen"", ""Johannes Rainer"", ""Michael Witting"")","Johannes Rainer <Johannes.Rainer@eurac.edu>","https://git.bioconductor.org/packages/MsBackendMsp","RELEASE_3_15","06bd689","2022-04-26","2022-04-26","src/contrib/MsBackendMsp_1.0.0.tar.gz","bin/windows/contrib/4.2/MsBackendMsp_1.0.0.zip","bin/macosx/contrib/4.2/MsBackendMsp_1.0.0.tgz","vignettes/MsBackendMsp/inst/doc/MsBackendMsp.html","MsBackendMsp","FALSE","TRUE","FALSE","FALSE","vignettes/MsBackendMsp/inst/doc/MsBackendMsp.R","27","c(""BiocParallel"", ""S4Vectors"", ""IRanges"", ""MsCoreUtils"", ""methods"", ""stats"")",NA,NA,NA,"knitr","https://github.com/RforMassSpectrometry/MsBackendMsp",NA,"https://github.com/RforMassSpectrometry/MsBackendMsp/issues",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1240","MsBackendRawFileReader","1.2.0","c(""R (>= 4.1)"", ""methods"", ""Spectra (>= 1.5.8)"")","c(""BiocStyle (>= 2.5)"", ""ExperimentHub"", ""MsBackendMgf"", ""knitr"", ""lattice"", ""mzR"", ""protViz (>= 0.7)"", ""rmarkdown"", ""tartare (>= 1.5)"", ""testthat"")","GPL-3","e2f0b22e3fbbb564e11a9e5f4bd37c82","yes","Mass Spectrometry Backend for Reading Thermo Fisher Scientific
raw Files","implements a MsBackend for the Spectra package using
Thermo Fisher Scientific's NewRawFileReader .Net libraries. The
package is generalizing the functionality introduced by the
rawrr package (Kockmann T. et al. (2020)
<doi:10.1101/2020.10.30.362533>) Methods defined in this
package are supposed to extend the Spectra Bioconductor
package.","c(""Software"", ""Technology"", ""ResearchField"", ""MassSpectrometry"", ""Proteomics"", ""Metabolomics"")","c(""Christian Panse"", ""Tobias Kockmann"")","Christian Panse <cp@fgcz.ethz.ch>","https://git.bioconductor.org/packages/MsBackendRawFileReader","RELEASE_3_15","6ea4402","2022-04-26","2022-04-26","src/contrib/MsBackendRawFileReader_1.2.0.tar.gz","bin/windows/contrib/4.2/MsBackendRawFileReader_1.2.0.zip","bin/macosx/contrib/4.2/MsBackendRawFileReader_1.2.0.tgz","vignettes/MsBackendRawFileReader/inst/doc/MsBackendRawFileReader.html","On Using and Extending the `MsBackendRawFileReader`
Backend.","FALSE","TRUE","TRUE","FALSE","vignettes/MsBackendRawFileReader/inst/doc/MsBackendRawFileReader.R","28","c(""MsCoreUtils"", ""S4Vectors"", ""IRanges"", ""rawrr (>= 1.3.6)"", ""utils"", ""BiocParallel"")",NA,NA,NA,"knitr","https://github.com/fgcz/MsBackendRawFileReader","mono-runtime 4.x or higher (including System.Data
library) on Linux/macOS, .Net Framework (>= 4.5.1) on Microsoft
Windows.","https://github.com/fgcz/MsBackendRawFileReader/issues",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241","MsCoreUtils","1.8.0","R (>= 3.6.0)","c(""testthat"", ""knitr"", ""BiocStyle"", ""rmarkdown"", ""roxygen2"", ""imputeLCMD"", ""impute"", ""norm"", ""pcaMethods"", ""vsn"", ""Matrix"", ""preprocessCore"")","Artistic-2.0","817486ce7a307ad13ce81846bdfe1e29","yes","Core Utils for Mass Spectrometry Data","MsCoreUtils defines low-level functions for mass
spectrometry data and is independent of any high-level data
structures. These functions include mass spectra processing
functions (noise estimation, smoothing, binning), quantitative
aggregation functions (median polish, robust summarisation,
...), missing data imputation, data normalisation (quantiles,
vsn, ...) as well as misc helper functions, that are used
across high-level data structure within the R for Mass
Spectrometry packages.","c(""Software"", ""ResearchField"", ""Technology"", ""Infrastructure"", ""Proteomics"", ""MassSpectrometry"", ""Metabolomics"")","c(""RforMassSpectrometry Package Maintainer"", ""Laurent Gatto"", ""Johannes Rainer"", ""Sebastian Gibb"", ""Adriaan Sticker"", ""Sigurdur Smarason"", ""Thomas Naake"", ""Josep Maria Badia Aparicio"", ""Michael Witting"", ""Samuel Wieczorek"")","RforMassSpectrometry Package Maintainer
<maintainer@rformassspectrometry.org>","https://git.bioconductor.org/packages/MsCoreUtils","RELEASE_3_15","8b7e2c3","2022-04-26","2022-04-26","src/contrib/MsCoreUtils_1.8.0.tar.gz","bin/windows/contrib/4.2/MsCoreUtils_1.8.0.zip","bin/macosx/contrib/4.2/MsCoreUtils_1.8.0.tgz","vignettes/MsCoreUtils/inst/doc/MsCoreUtils.html","Core Utils for Mass Spectrometry Data","FALSE","TRUE","FALSE","FALSE","vignettes/MsCoreUtils/inst/doc/MsCoreUtils.R","12","c(""methods"", ""S4Vectors"", ""MASS"", ""stats"", ""clue"")",NA,NA,"c(""MetNet"", ""msqrob2"")","knitr","https://github.com/RforMassSpectrometry/MsCoreUtils",NA,"https://github.com/RforMassSpectrometry/MsCoreUtils/issues","c(""CompoundDb"", ""MetaboAnnotation"", ""MetaboCoreUtils"", ""MsBackendMassbank"", ""MsBackendMgf"", ""MsBackendMsp"", ""MsBackendRawFileReader"", ""MsFeatures"", ""MSnbase"", ""PSMatch"", ""QFeatures"", ""qmtools"", ""scp"", ""Spectra"", ""xcms"")",NA,"Rcpp",NA,NA,NA,NA,NA,NA,NA
"1242","MsFeatures","1.4.0","R (>= 4.1)","c(""testthat"", ""roxygen2"", ""BiocStyle"", ""pheatmap"", ""knitr"", ""rmarkdown"")","Artistic-2.0","97cf27743ee9038d2ecfed2877c14038","no","Functionality for Mass Spectrometry Features","The MsFeature package defines functionality for Mass
Spectrometry features. This includes functions to group (LC-MS)
features based on some of their properties, such as retention
time (coeluting features), or correlation of signals across
samples. This packge hence allows to group features, and its
results can be used as an input for the `QFeatures` package
which allows to aggregate abundance levels of features within
each group. This package defines concepts and functions for
base and common data types, implementations for more specific
data types are expected to be implemented in the respective
packages (such as e.g. `xcms`). All functionality of this
package is implemented in a modular way which allows
combination of different grouping approaches and enables its
re-use in other R packages.","c(""Software"", ""Technology"", ""ResearchField"", ""Infrastructure"", ""MassSpectrometry"", ""Metabolomics"")","Johannes Rainer","Johannes Rainer <Johannes.Rainer@eurac.edu>","https://git.bioconductor.org/packages/MsFeatures","RELEASE_3_15","892badc","2022-04-26","2022-04-26","src/contrib/MsFeatures_1.4.0.tar.gz","bin/windows/contrib/4.2/MsFeatures_1.4.0.zip","bin/macosx/contrib/4.2/MsFeatures_1.4.0.tgz","vignettes/MsFeatures/inst/doc/MsFeatures.html","Grouping Mass Spectrometry Features","FALSE","TRUE","FALSE","FALSE","vignettes/MsFeatures/inst/doc/MsFeatures.R","31","c(""methods"", ""ProtGenerics (>= 1.23.5)"", ""MsCoreUtils"", ""SummarizedExperiment"", ""stats"")",NA,NA,"qmtools","knitr","https://github.com/RforMassSpectrometry/MsFeatures",NA,"https://github.com/RforMassSpectrometry/MsFeatures/issues","xcms",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243","msgbsR","1.20.0","c(""R (>= 3.5.0)"", ""GenomicRanges"", ""methods"")","c(""roxygen2"", ""BSgenome.Rnorvegicus.UCSC.rn6"")","GPL-2","4989730226809c183970e39679652db3","no","msgbsR: methylation sensitive genotyping by sequencing (MS-GBS)
R functions","Pipeline for the anaysis of a MS-GBS experiment.","c(""Software"", ""ResearchField"", ""BiologicalQuestion"", ""Infrastructure"", ""Technology"", ""Sequencing"", ""ImmunoOncology"", ""DifferentialMethylation"", ""DataImport"", ""Epigenetics"", ""MethylSeq"")","Benjamin Mayne","Benjamin Mayne <benjamin.mayne@adelaide.edu.au>","https://git.bioconductor.org/packages/msgbsR","RELEASE_3_15","acb23f0","2022-04-26","2022-04-26","src/contrib/msgbsR_1.20.0.tar.gz","bin/windows/contrib/4.2/msgbsR_1.20.0.zip","bin/macosx/contrib/4.2/msgbsR_1.20.0.tgz","vignettes/msgbsR/inst/doc/msgbsR_Vignette.pdf","msgbsR_Example","FALSE","FALSE","FALSE","FALSE","vignettes/msgbsR/inst/doc/msgbsR_Vignette.R","169","c(""BSgenome"", ""easyRNASeq"", ""edgeR"", ""GenomicAlignments"", ""GenomicFeatures"", ""GenomeInfoDb"", ""ggbio"", ""ggplot2"", ""IRanges"", ""parallel"", ""plyr"", ""Rsamtools"", ""R.utils"", ""stats"", ""SummarizedExperiment"", ""S4Vectors"", ""utils"")",NA,NA,NA,NA,NA,NA,NA,NA,"x64",NA,NA,NA,NA,NA,NA,NA,NA
"1244","msImpute","1.6.0","R (>= 3.5.0)","c(""BiocStyle"", ""knitr"", ""rmarkdown"", ""ComplexHeatmap"", ""imputeLCMD"")","GPL (>=2)","013f1f503da96e82f5a81827de88414f","no","Imputation of label-free mass spectrometry peptides","MsImpute is a package for imputation of peptide intensity
in proteomics experiments. It additionally contains tools for
MAR/MNAR diagnosis and assessment of distortions to the
probability distribution of the data post imputation.  The
missing values are imputed by low-rank approximation of the
underlying data matrix if they are MAR (method = ""v2""), by
Barycenter approach if missingness is MNAR (""v2-mnar""), or by
Peptide Identity Propagation (PIP).","c(""Software"", ""Technology"", ""ResearchField"", ""MassSpectrometry"", ""Proteomics"")","Soroor Hediyeh-zadeh","Soroor Hediyeh-zadeh <hediyehzadeh.s@wehi.edu.au>","https://git.bioconductor.org/packages/msImpute","RELEASE_3_15","bd9c63d","2022-04-26","2022-04-26","src/contrib/msImpute_1.6.0.tar.gz","bin/windows/contrib/4.2/msImpute_1.6.0.zip","bin/macosx/contrib/4.2/msImpute_1.6.0.tgz","vignettes/msImpute/inst/doc/msImpute-vignette.html","msImpute: proteomics missing values imputation and
diagnosis","FALSE","TRUE","FALSE","FALSE","vignettes/msImpute/inst/doc/msImpute-vignette.R","89","c(""softImpute"", ""methods"", ""stats"", ""graphics"", ""pdist"", ""reticulate"", ""scran"", ""data.table"", ""FNN"", ""matrixStats"", ""limma"", ""mvtnorm"", ""tidyr"", ""dplyr"")",NA,NA,NA,"knitr",NA,"python","https://github.com/DavisLaboratory/msImpute/issues",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245","msmsEDA","1.34.0","c(""R (>= 3.0.1)"", ""MSnbase"")",NA,"GPL-2","fdeacda8400b2a64fdbde49a6e991141","no","Exploratory Data Analysis of LC-MS/MS data by spectral counts","Exploratory data analysis to assess the quality of a set
of LC-MS/MS experiments, and visualize de influence of the
involved factors.","c(""Software"", ""ResearchField"", ""Technology"", ""ImmunoOncology"", ""MassSpectrometry"", ""Proteomics"")","c(""Josep Gregori"", ""Alex Sanchez"", ""Josep Villanueva"")","Josep Gregori <josep.gregori@gmail.com>","https://git.bioconductor.org/packages/msmsEDA","RELEASE_3_15","ab9476f","2022-04-26","2022-04-26","src/contrib/msmsEDA_1.34.0.tar.gz","bin/windows/contrib/4.2/msmsEDA_1.34.0.zip","bin/macosx/contrib/4.2/msmsEDA_1.34.0.tgz","vignettes/msmsEDA/inst/doc/msmsData-Vignette.pdf","msmsEDA: Batch effects detection in LC-MSMS experiments","FALSE","FALSE","FALSE","FALSE","vignettes/msmsEDA/inst/doc/msmsData-Vignette.R","80","c(""MASS"", ""gplots"", ""RColorBrewer"")",NA,"msmsTests","c(""Harman"", ""RforProteomics"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1246","msmsTests","1.34.0","c(""R (>= 3.0.1)"", ""MSnbase"", ""msmsEDA"")",NA,"GPL-2","78e49f8f9a0b423ec68d643e04b31791","no","LC-MS/MS Differential Expression Tests","Statistical tests for label-free LC-MS/MS data by spectral
counts, to discover differentially expressed proteins between
two biological conditions. Three tests are available: Poisson
GLM regression, quasi-likelihood GLM regression, and the
negative binomial of the edgeR package.The three models admit
blocking factors to control for nuissance variables.To assure a
good level of reproducibility a post-test filter is available,
where we may set the minimum effect size considered biologicaly
relevant, and the minimum expression of the most abundant
condition.","c(""Software"", ""ResearchField"", ""Technology"", ""ImmunoOncology"", ""MassSpectrometry"", ""Proteomics"")","c(""Josep Gregori"", ""Alex Sanchez"", ""Josep Villanueva"")","Josep Gregori i Font <josep.gregori@gmail.com>","https://git.bioconductor.org/packages/msmsTests","RELEASE_3_15","d657607","2022-04-26","2022-04-26","src/contrib/msmsTests_1.34.0.tar.gz","bin/windows/contrib/4.2/msmsTests_1.34.0.zip","bin/macosx/contrib/4.2/msmsTests_1.34.0.tgz","c(""vignettes/msmsTests/inst/doc/msmsTests-Vignette.pdf"", ""vignettes/msmsTests/inst/doc/msmsTests-Vignette2.pdf"")","c(""msmsTests: post test filters to improve\nreproducibility"", ""msmsTests: controlling batch effects by\nblocking"")","FALSE","FALSE","FALSE","FALSE","c(""vignettes/msmsTests/inst/doc/msmsTests-Vignette.R"", ""vignettes/msmsTests/inst/doc/msmsTests-Vignette2.R"")","88","c(""edgeR"", ""qvalue"")",NA,NA,"RforProteomics",NA,NA,NA,NA,"MSnID",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247","MSnbase","2.22.0","c(""R (>= 3.5)"", ""methods"", ""BiocGenerics (>= 0.7.1)"", ""Biobase (>=\n2.15.2)"", ""mzR (>= 2.29.3)"", ""S4Vectors"", ""ProtGenerics (>= 1.27.2)"")","c(""testthat"", ""pryr"", ""gridExtra"", ""microbenchmark"", ""zoo"", ""knitr (>=\n1.1.0)"", ""rols"", ""Rdisop"", ""pRoloc"", ""pRolocdata (>= 1.7.1)"", ""msdata (>=\n0.19.3)"", ""roxygen2"", ""rgl"", ""rpx"", ""AnnotationHub"", ""BiocStyle (>=\n2.5.19)"", ""rmarkdown"", ""imputeLCMD"", ""norm"", ""gplots"", ""shiny"", ""magrittr"", ""SummarizedExperiment"")","Artistic-2.0","657ca79831deedd9eb2de05b96a8c14e","yes","Base Functions and Classes for Mass Spectrometry and Proteomics","MSnbase provides infrastructure for manipulation,
processing and visualisation of mass spectrometry and
proteomics data, ranging from raw to quantitative and annotated
data.","c(""Software"", ""ResearchField"", ""Technology"", ""WorkflowStep"", ""Infrastructure"", ""ImmunoOncology"", ""Proteomics"", ""MassSpectrometry"", ""QualityControl"", ""DataImport"")","c(""Laurent Gatto"", ""Johannes Rainer"", ""Sebastian Gibb"", ""Guangchuang Yu"", ""Samuel Wieczorek"", ""Vasile-Cosmin Lazar"", ""Vladislav Petyuk"", ""Thomas Naake"", ""Richie Cotton"", ""Arne Smits"", ""Martina Fisher"", ""Ludger Goeminne"", ""Adriaan Sticker"", ""Lieven Clement."")","Laurent Gatto <laurent.gatto@uclouvain.be>","https://git.bioconductor.org/packages/MSnbase","RELEASE_3_15","4f6e576","2022-04-26","2022-04-26","src/contrib/MSnbase_2.22.0.tar.gz","bin/windows/contrib/4.2/MSnbase_2.22.0.zip","bin/macosx/contrib/4.2/MSnbase_2.22.0.tgz","c(""vignettes/MSnbase/inst/doc/v01-MSnbase-demo.html"", ""vignettes/MSnbase/inst/doc/v02-MSnbase-io.html"", ""vignettes/MSnbase/inst/doc/v03-MSnbase-centroiding.html"", ""vignettes/MSnbase/inst/doc/v04-benchmarking.html"", ""vignettes/MSnbase/inst/doc/v05-MSnbase-development.html"")","c(""Base Functions and Classes for MS-based Proteomics"", ""MSnbase IO capabilities"", ""MSnbase: centroiding of profile-mode\nMS data"", ""MSnbase benchmarking"", ""A short introduction to\n`MSnbase` development"")","FALSE","FALSE","FALSE","FALSE","c(""vignettes/MSnbase/inst/doc/v01-MSnbase-demo.R"", ""vignettes/MSnbase/inst/doc/v02-MSnbase-io.R"", ""vignettes/MSnbase/inst/doc/v03-MSnbase-centroiding.R"", ""vignettes/MSnbase/inst/doc/v04-benchmarking.R"", ""vignettes/MSnbase/inst/doc/v05-MSnbase-development.R"")","74","c(""MsCoreUtils"", ""BiocParallel"", ""IRanges (>= 2.13.28)"", ""plyr"", ""vsn"", ""grid"", ""stats4"", ""affy"", ""impute"", ""pcaMethods"", ""MALDIquant (>= 1.16)"", ""mzID (>= 1.5.2)"", ""digest"", ""lattice"", ""ggplot2"", ""XML"", ""scales"", ""MASS"", ""Rcpp"")",NA,"c(""bandle"", ""MetCirc"", ""MobilityTransformR"", ""msmsEDA"", ""msmsTests"", ""pRoloc"", ""pRolocGUI"", ""qPLEXanalyzer"", ""xcms"", ""DAPARdata"", ""pRolocdata"", ""RforProteomics"")","c(""AnnotationHub"", ""biobroom"", ""BiocGenerics"", ""isobar"", ""msPurity"", ""msqrob2"", ""proDA"", ""qcmetrics"", ""wpm"", ""msdata"", ""enviGCMS"", ""pmd"", ""RAMClustR"")","knitr","https://lgatto.github.io/MSnbase",NA,"https://github.com/lgatto/MSnbase/issues","c(""cliqueMS"", ""CluMSID"", ""DAPAR"", ""DEP"", ""MSnID"", ""MSstatsQC"", ""peakPantheR"", ""PrInCE"", ""Prostar"", ""ptairMS"", ""topdownr"", ""qPLEXdata"")",NA,"Rcpp",NA,NA,NA,NA,NA,NA,NA
"1248","MSnID","1.30.0","c(""R (>= 2.10)"", ""Rcpp"")",NA,"Artistic-2.0","06b0c6fdb383d26c175549fa641ee03e","no","Utilities for Exploration and Assessment of Confidence of LC-MSn
Proteomics Identifications","Extracts MS/MS ID data from mzIdentML (leveraging mzID
package) or text files. After collating the search results from
multiple datasets it assesses their identification quality and
optimize filtering criteria to achieve the maximum number of
identifications while not exceeding a specified false discovery
rate. Also contains a number of utilities to explore the MS/MS
results and assess missed and irregular enzymatic cleavages,
mass measurement accuracy, etc.","c(""Software"", ""ResearchField"", ""Technology"", ""Proteomics"", ""MassSpectrometry"", ""ImmunoOncology"")","c(""Vlad Petyuk"", ""Laurent Gatto"")","Vlad Petyuk <petyuk@gmail.com>","https://git.bioconductor.org/packages/MSnID","RELEASE_3_15","a4e5857","2022-04-26","2022-04-26","src/contrib/MSnID_1.30.0.tar.gz","bin/windows/contrib/4.2/MSnID_1.30.0.zip","bin/macosx/contrib/4.2/MSnID_1.30.0.tgz","c(""vignettes/MSnID/inst/doc/handling_mods.pdf"", ""vignettes/MSnID/inst/doc/msnid_vignette.pdf"")","c(""Handling Modifications with MSnID"", ""MSnID Package for\nHandling MS/MS Identifications"")","FALSE","TRUE","FALSE","FALSE","c(""vignettes/MSnID/inst/doc/handling_mods.R"", ""vignettes/MSnID/inst/doc/msnid_vignette.R"")","160","c(""MSnbase (>= 1.12.1)"", ""mzID (>= 1.3.5)"", ""R.cache"", ""foreach"", ""doParallel"", ""parallel"", ""methods"", ""iterators"", ""data.table"", ""Biobase"", ""ProtGenerics"", ""reshape2"", ""dplyr"", ""mzR"", ""BiocStyle"", ""msmsTests"", ""ggplot2"", ""RUnit"", ""BiocGenerics"", ""Biostrings"", ""purrr"", ""rlang"", ""stringr"", ""tibble"", ""AnnotationHub"", ""AnnotationDbi"", ""xtable"")",NA,NA,"RforProteomics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249","MSPrep","1.6.0","R (>= 4.1.0)","c(""BiocStyle"", ""knitr"", ""rmarkdown"", ""testthat (>= 1.0.2)"")","GPL-3","83dd574b7e58d1f72f0f8f2537873ef3","no","Package for Summarizing, Filtering, Imputing, and Normalizing
Metabolomics Data","Package performs summarization of replicates, filtering by
frequency, several different options for imputing missing data,
and a variety of options for transforming, batch correcting,
and normalizing data.","c(""Software"", ""ResearchField"", ""Technology"", ""WorkflowStep"", ""Metabolomics"", ""MassSpectrometry"", ""Preprocessing"")","c(""Max McGrath"", ""Matt Mulvahill"", ""Grant Hughes"", ""Sean Jacobson"", ""Harrison Pielke-lombardo"", ""Katerina Kechris"")","Max McGrath <max.mcgrath@ucdenver.edu>","https://git.bioconductor.org/packages/MSPrep","RELEASE_3_15","4f27af9","2022-04-26","2022-04-26","src/contrib/MSPrep_1.6.0.tar.gz","bin/windows/contrib/4.2/MSPrep_1.6.0.zip","bin/macosx/contrib/4.2/MSPrep_1.6.0.tgz","vignettes/MSPrep/inst/doc/using_MSPrep.html","Using MSPrep","FALSE","TRUE","FALSE","FALSE","vignettes/MSPrep/inst/doc/using_MSPrep.R","161","c(""SummarizedExperiment"", ""S4Vectors"", ""pcaMethods (>= 1.24.0)"", ""crmn"", ""preprocessCore"", ""dplyr (>= 0.7)"", ""tidyr"", ""tibble (>= 1.2)"", ""magrittr"", ""rlang"", ""stats"", ""stringr"", ""methods"", ""missForest"", ""sva"", ""VIM"", """")",NA,NA,NA,"knitr","https://github.com/KechrisLab/MSPrep",NA,"https://github.com/KechrisLab/MSPrep/issues",NA,"x64",NA,NA,NA,NA,NA,NA,NA,NA
